6483,6727,Predlog sklepa (razprava o odgovoru ministra za infrastrukturo dr. Petra Gašperšiča na poslansko vprašanje dr. Mateja T. Vatovca v zvezi s krizo zračnega prometa po privatizaciji Aerodroma Ljubljana in Adrie Airways.),25. redna seja,,,,,,,,,,,,,,,,
5705,5949,|Sklep o spremembi Sklepa o sestavi in imenovanju predsednika,članov in namestnikov članov Preiskovalne komisije za ugotavljanje politične odgovornosti nosilcev javnih funkcij pri investiciji v blok 6 Termoelektrarne Šoštanj - Glasovanje|,9. redna seja,,,,,,,,,,,,,,,
5762,6006,Predlog sklepa (razprava o odgovoru ministra za finance dr. Dušana Mramorja na poslansko vprašanje Franca Breznika v zvezi s trošarinsko politiko.,8. redna seja,,,,,,,,,,,,,,,,
5862,6106,Odlok o spremembah in dopolnitvah Odloka o ustanovitvi samostojnega visokošolskega zavoda Fakultete za informacijske študije v Novem mestu - Glasovanje o aktu v celoti,5. redna seja,,,,,,,,,,,,,,,,
5927,6171,|Obvestilo Okrožnega sodišča v Ljubljani,Kazenski oddelek o vloženi zasebni tožbi zoper poslanca Ivana (Janeza) Janšo - Glasovanje|,4. redna seja,,,,,,,,,,,,,,,
4730,4974,|Predlog sklepa (razprava o odgovoru ministra za gospodarski razvoj in tehnologijo Zdravka Počivalška ter ministrice za okolje in prostor Irene Majcen na poslansko vprašanje Violete Tomić v zvezi z določbami sporazuma CETA,ki omogočajo podeljevanje koncesij za rabo naravnih virov (tudi vode) v komercialne namene in glede zagotavljanja zaščite pred privatizacijo vodnih virov v Republiki Sloveniji.)|,20. redna seja,,,,,,,,,,,,,,,
6484,6728,|Predlog sklepa (razprava o odgovoru ministrice za finance mag. Mateje Vraničar Erman na poslansko vprašanje Anje Bah Žibert v zvezi s problematiko seznanjenosti ministrstva o dogajanju v NLB,d.d.)|,25. redna seja,,,,,,,,,,,,,,,
6040,6284,Program dela in finančni načrt Agencije za energijo za leto 2015 - Glasovanje,2. redna seja,,,,,,,,,,,,,,,,
6495,6739,Zakon o pomoči za reševanje in prestrukturiranje gospodarskih družb in zadrug v težavah - Amandma: K 3. členu 8.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
5974,6218,Zakon o spremembi in dopolnitvi Zakona o delovnih razmerjih - Evidenčni sklep o primernosti predloga zakona 19.12.2014,3. redna seja,,,,,,,,,,,,,,,,
5976,6220,Zakon o fiskalnem pravilu - Evidenčni sklep o primernosti predloga zakona 19.12.2014,3. redna seja,,,,,,,,,,,,,,,,
4549,4793,|Predlog sklepa (razprava o odgovoru ministrice brez resorja,pristojne za razvoj,strateške projekte in kohezijo Alenke Smerkolj na poslansko vprašanje mag. Marka Pogačnika v zvezi s črpanjem evropskih sredstvih)|,22. redna seja,,,,,,,,,,,,,,
5785,6029,|Predlog za odreditev parlamentarne preiskave za spremembo zakonodaje ter za druge odločitve Državnega zbora iz njegove pristojnosti ter za ugotovitev in oceno dejanskega stanja za ugotovitev politične odgovornosti nosilcev javnih funkcij zaradi suma,da so sodelovali pri nadzoru slovenskega bančnega sistema in pri posrednem ali neposrednem vplivanju preko državnega lastništva oziroma preko državnih organov in regulatorjev na odločitve v slovenskem bančnem sistemu v zvezi z odobritvijo odpisanih kreditov,unovčenih garancij,posojilne politike in prenosa slabih terjatev na posebno družbo za upravljanje terjatev bank ter spoštovanje veljavnih zakonov ter predpisov pri odobravanju in upravljanju s krediti ter bančnimi garancijami in zaradi suma,da so nastale še neugotovljene negativne posledice takšnih ravnanj - Glasovanje|,7. redna seja,,,,,,,,,,,,
4827,5071,|Sklep o spremembi Sklepa o sestavi in imenovanju predsednika,podpredsednika,članov in namestnikov članov Preiskovalne komisije o ugotavljanju zlorab v slovenskem bančnem sistemu ter ugotavljanju vzrokov in odgovornosti za že drugo sanacijo bančnega sistema v samostojni Sloveniji - Glasovanje|,18. redna seja,,,,,,,,,,,,,,
4308,4552,|Predlog sklepa (razprava o odgovoru ministrice za zdravje Milojke Kolar Celarc ter ministrice za delo,družino,socialne zadeve in enake možnosti dr. Anje Kopač Mrak na poslansko vprašanje Andreja Čuša v zvezi s sodelovanjem pri gradnji Urgentnega centra Ptuj. )|,24. redna seja,,,,,,,,,,,,,,
4317,4561,Predlog sklepa (razprava o odgovoru predsednika Vlade dr. Mira Cerarja na poslansko vprašanje mag. Alenke Bratušek v zvezi z denacionalizacijskimi postopki.),24. redna seja,,,,,,,,,,,,,,,,
6519,6763,Amandma: K 22. členu (Predloga zakona o spremembah in dopolnitvah Zakona o nadzoru državne meje v okviru rednega postopka) 17.1.2017 [SDS - Poslanska skupina Slovenske demokratske stranke],26. redna seja,,,,,,,,,,,,,,,,
6520,6764,|Amandma: K 3. členu (Zakona o spremembah in dopolnitvah Zakona o nadzoru državne meje) 17.1.2017 (SMC,DeSUS,SD)|,26. redna seja,,,,,,,,,,,,,,
6521,6765,Dnevni red v celoti,26. redna seja,,,,,,,,,,,,,,,,
6516,6760,|Glasovanje o Bistvenih ugotovitvah iz Vmesnega poročila (o kakovosti kurilne vrednosti,zalogah in odkupni ceni premoga pri investiciji blok 6 Termoelektrarne Šoštanj)|,26. redna seja,,,,,,,,,,,,,,,
6517,6761,(Glasovanje o predlogu priporočila Vladi Republike Slovenije v zvezi s cenzuro na javnem zavodu Radiotelevizija Slovenija),26. redna seja,,,,,,,,,,,,,,,,
6518,6762,Evidenčni sklep da se tretja obravnava (Predloga zakona o spremembah in dopolnitvah Zakona o nadzoru državne meje v okviru rednega postopka) opravi na isti seji 23.1.2017,26. redna seja,,,,,,,,,,,,,,,,
6531,6775,Zakon o spremembah in dopolnitvah Zakona o lokalni samoupravi - Ponovno odločanje,26. redna seja,,,,,,,,,,,,,,,,
6552,6796,Sklep o soglasju k Programu dela in finančnem načrtu Agencije za energijo za leto 2017 - Glasovanje,24. redna seja,,,,,,,,,,,,,,,,
6574,6818,|(Glasovanje o tem,da Zakonodajno-pravna služba pripravi uradna prečiščena besedila Zakona o tujcih,Zakona o mednarodni zaščiti in Zakona o začasni zaščiti razseljenih oseb)|,26. redna seja,,,,,,,,,,,,,,
6547,6791,|Vmesno poročilo o opravljeni parlamentarni preiskavi v zvezi s Factor banko,d.d.,Probanko,d.d. in Banko Slovenije in Dodatno vmesno poročilo o opravljani parlamentarni preiskavi v zvezi s Factor banko,d.d.,Probanko,d.d. in Banko Slovenije (Dodatno vmesno poročilo - BANČNA TAJNOST ZBan-2,1. odstavek 104. člena PoDZ-1) - Glasovanje o Bistvenih ugotovitvah parlamentarne preiskave iz Vmesnega poročila in Dodatnega Vmesnega poročila|,24. redna seja,,,,,,,,,
6546,6790,|Vmesno poročilo o opravljeni parlamentarni preiskavi v zvezi s Factor banko,d.d.,Probanko,d.d. in Banko Slovenije in Dodatno vmesno poročilo o opravljani parlamentarni preiskavi v zvezi s Factor banko,d.d.,Probanko,d.d. in Banko Slovenije (Dodatno vmesno poročilo - BANČNA TAJNOST ZBan-2,1. odstavek 104. člena PoDZ-1) - Glasovanje o predlogu sklepa|,24. redna seja,,,,,,,,,
6578,6822,|Zahteva Okrožnega sodišča v Mariboru,Preiskovalni oddelek za dovoljenje Državnega zbora za začetek kazenskega postopka zoper poslanko mag. Bojano Muršič - Glasovanje|,25. redna seja,,,,,,,,,,,,,,,
6579,6823,Zakon o spremembah in dopolnitvah Zakona o socialno varstvenih prejemkih - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6580,6824,Zakon o spremembah in dopolnitvah Zakona o socialno varstvenih prejemkih - Amandma: K 9. členu 7.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6581,6825,Zakon o spremembah in dopolnitvah Zakona o socialno varstvenih prejemkih - Amandma: K 7. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6582,6826,Zakon o spremembah in dopolnitvah Zakona o socialno varstvenih prejemkih - Amandma: K 7. členu 7.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6583,6827,Zakon o spremembah in dopolnitvah Zakona o socialno varstvenih prejemkih - Amandma: K 1. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6584,6828,Zakon o spremembi in dopolnitvi Zakona o uveljavljanju pravic iz javnih sredstev - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6585,6829,Zakon o spremembi in dopolnitvi Zakona o uveljavljanju pravic iz javnih sredstev - Amandma: K 3. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6586,6830,Zakon o spremembi in dopolnitvi Zakona o uveljavljanju pravic iz javnih sredstev - Amandma: K 2. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6587,6831,Zakon o osebni asistenci - Evidenčni sklep o primernosti predloga zakona,25. redna seja,,,,,,,,,,,,,,,,
6588,6832,Zakon o spremembah Zakona o prikritih vojnih grobiščih in pokopu žrtev - Evidenčni sklep o primernosti predloga zakona 20.12.2016,25. redna seja,,,,,,,,,,,,,,,,
6589,6833,Zakon o spremembah Zakona o prikritih vojnih grobiščih in pokopu žrtev - Evidenčni sklep o primernosti predloga zakona 20.12.2016,25. redna seja,,,,,,,,,,,,,,,,
6590,6834,Zakon za odpravo posledic in povračilo škode zaradi nerazglašenih oporok - Evidenčni sklep o primernosti predloga zakona 20.12.2016,25. redna seja,,,,,,,,,,,,,,,,
6591,6835,Zakon za odpravo posledic in povračilo škode zaradi nerazglašenih oporok - Evidenčni sklep o primernosti predloga zakona 20.12.2016,25. redna seja,,,,,,,,,,,,,,,,
6592,6836,Zakon o dopolnitvah Zakona o dedovanju - Evidenčni sklep o primernosti predloga zakona,25. redna seja,,,,,,,,,,,,,,,,
6593,6837,Zakon o spremembah Zakona za uravnoteženje javnih financ - Evidenčni sklep o primernosti predloga zakona,25. redna seja,,,,,,,,,,,,,,,,
6594,6838,Zakon o dopolnitvah Zakona o bančništvu - Evidenčni sklep o primernosti predloga zakona,25. redna seja,,,,,,,,,,,,,,,,
6595,6839,Zakon o spremembah in dopolnitvah Zakona o nalogah in pooblastilih policije - Evidenčni sklep o primernosti predloga zakona,25. redna seja,,,,,,,,,,,,,,,,
6596,6840,Zakon o spremembah in dopolnitvah določenih zakonov s področja zdravstvene dejavnosti - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6597,6841,Zakon o spremembah in dopolnitvah določenih zakonov s področja zdravstvene dejavnosti - Amandma: K 10. členu 20.12.2016 [IMNS - Poslanska skupina italijanske in madžarske narodne skupnosti],25. redna seja,,,,,,,,,,,,,,,,
6598,6842,Zakon o spremembah in dopolnitvah določenih zakonov s področja zdravstvene dejavnosti - Amandma: K 10. členu 20.12.2016 [IMNS - Poslanska skupina italijanske in madžarske narodne skupnosti],25. redna seja,,,,,,,,,,,,,,,,
6599,6843,Zakon o spremembah in dopolnitvah določenih zakonov s področja zdravstvene dejavnosti - Amandma: K 4. členu 20.12.2016 [IMNS - Poslanska skupina italijanske in madžarske narodne skupnosti],25. redna seja,,,,,,,,,,,,,,,,
6600,6844,Zakon o spremembah in dopolnitvah določenih zakonov s področja zdravstvene dejavnosti - Amandma: K 4. členu 20.12.2016 [IMNS - Poslanska skupina italijanske in madžarske narodne skupnosti],25. redna seja,,,,,,,,,,,,,,,,
6601,6845,Poročilo o delu Komisije za nadzor obveščevalnih in varnostnih služb v letu 2015 (TAJNO) - Sklep,25. redna seja,,,,,,,,,,,,,,,,
6602,6846,Zakon o voznikih - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6603,6847,Zakon o lekarniški dejavnosti - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6604,6848,Zakon o ratifikaciji Konvencije med Republiko Slovenijo in Kraljevino Maroko o izogibanju dvojnega obdavčevanja in preprečevanju davčnih utaj v zvezi z davki od dohodka - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6605,6849,Zakon o spremembah in dopolnitvah Zakona o občinskem redarstvu - Evidenčni sklep o primernosti predloga zakona 15.12.2016,25. redna seja,,,,,,,,,,,,,,,,
6606,6850,Zakon o spremembah in dopolnitvah Zakona o občinskem redarstvu - Evidenčni sklep o primernosti predloga zakona 15.12.2016,25. redna seja,,,,,,,,,,,,,,,,
6607,6851,|Zakon o arhivskem gradivu,ki vsebuje osebne podatke o zdravljenju pacienta - Glasovanje o zakonu v celoti|,25. redna seja,,,,,,,,,,,,,,,
6608,6852,Zakon o spremembah in dopolnitvah Zakona o varnosti v železniškem prometu - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6609,6853,Zakon o spremembah in dopolnitvah Zakona o lokalni samoupravi - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6610,6854,Zakon o spremembah in dopolnitvah Zakona o lokalni samoupravi - Amandma: K 2. členu 6.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6611,6855,Zakon o zagotavljanju pogojev za izvedbo strateške investicije na razvojnem območju v Občini Hoče - Slivnica - Glasovanje o zakonu v celoti,25. redna seja,,,,,,,,,,,,,,,,
6612,6856,Zakon o zagotavljanju pogojev za izvedbo strateške investicije na razvojnem območju v Občini Hoče - Slivnica - Amandma: K 19. členu 14.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6613,6857,Zakon o zagotavljanju pogojev za izvedbo strateške investicije na razvojnem območju v Občini Hoče - Slivnica - Amandma: K 19. členu 14.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6614,6858,|Interpelacija o delu in odgovornosti ministrice za delo,družino,socialne zadeve in enake možnosti,dr. Anje Kopač Mrak - Glasovanje o interpelaciji - MiDDSZEM dr. Anja Kopač Mrak|,25. redna seja,,,,,,,,,,,,,
6615,6859,|Predlog sklepa (razprava o odgovoru ministra za gospodarski razvoj in tehnologijo Zdravka Počivalška na poslansko vprašanje Franca Breznika v zvezi s problematiko zunanjih gostinskih teras,namenjenih kadilcem.)|,25. redna seja,,,,,,,,,,,,,,,
6616,6860,Predlog sklepa (razprava o odgovoru ministrice za zdravje Milojke Kolar Celarc na poslansko vprašanje Mihe Kordiša v zvezi s škodljivimi določbami Predloga zakona o lekarniški dejavnosti.),25. redna seja,,,,,,,,,,,,,,,,
6617,6861,Predlog sklepa (razprava o odgovoru ministrice za finance mag. Mateje Vraničar Erman na poslansko vprašanje Jožefa Horvata v zvezi s številom naznanitev kaznivih ravnanj s strani članov upravnega odbora DUTB.),25. redna seja,,,,,,,,,,,,,,,,
6618,6862,Predlog sklepa (razprava o odgovoru ministrice za zdravje Milojke Kolar Celarc na poslansko vprašanje Jelke Godec v zvezi s sklepom Ministrstva za zdravje.),25. redna seja,,,,,,,,,,,,,,,,
6619,6863,Predlog sklepa (razprava o odgovoru ministra za infrastrukturo dr. Petra Gašperšiča na poslansko vprašanje dr. Mateja T. Vatovca v zvezi s krizo zračnega prometa po privatizaciji Aerodroma Ljubljana in Adrie Airways.),25. redna seja,,,,,,,,,,,,,,,,
6620,6864,|Predlog sklepa (razprava o odgovoru ministrice za finance mag. Mateje Vraničar Erman na poslansko vprašanje Anje Bah Žibert v zvezi s problematiko seznanjenosti ministrstva o dogajanju v NLB,d.d.)|,25. redna seja,,,,,,,,,,,,,,,
6621,6865,Predlog sklepa (razprava o odgovoru ministrice za zdravje Milojke Kolar Celarc na poslansko vprašanje Violete Tomić v zvezi s spremembami Uredbe o razvrstitvi prepovedanih drog),25. redna seja,,,,,,,,,,,,,,,,
6622,6866,Predlog sklepa (razprava o odgovoru ministrice za notranje zadeve mag. Vesne Györkös Žnidar na poslansko vprašanje dr. Vinka Gorenaka v zvezi s pripravami Republike Slovenije na morebiten nov migrantski val.),25. redna seja,,,,,,,,,,,,,,,,
6623,6867,Predlog sklepa (razprava o odgovoru predsednika Vlade dr. Mira Cerarja na poslansko vprašanje Luke Mesca v zvezi z negativnimi posledicami privatizacij podjetij v državni lasti v luči zadnjih dogajanj s podjetjem Helios.),25. redna seja,,,,,,,,,,,,,,,,
6624,6868,|Predlog sklepa (razprava o odgovoru predsednika Vlade dr. Mira Cerarja na poslansko vprašanje mag. Branka Grimsa glede državnih arhivov SFRJ,ki se nanašajo na Republiko Slovenijo)|,25. redna seja,,,,,,,,,,,,,,,
6625,6869,Predlog sklepa (razprava o odgovoru predsednika Vlade dr. Mira Cerarja na poslansko vprašanje dr. Bojana Dobovška v zvezi z nadzorom nad Banko Slovenije.),25. redna seja,,,,,,,,,,,,,,,,
6626,6870,|Predlog za imenovanje viceguvernerja,člana Sveta Banke Slovenije - Glasovanje o sestavi komisije za tajno glasovanje|,25. redna seja,,,,,,,,,,,,,,,
6627,6871,Zakon o pomoči za reševanje in prestrukturiranje gospodarskih družb in zadrug v težavah - Sklep da besedilo predloga za tretjo obravnavo pripravi Vlada,25. redna seja,,,,,,,,,,,,,,,,
6628,6872,Zakon o pomoči za reševanje in prestrukturiranje gospodarskih družb in zadrug v težavah - Amandma: K 27. členu 8.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
6629,6873,Zakon o pomoči za reševanje in prestrukturiranje gospodarskih družb in zadrug v težavah - Amandma: K 24. členu 8.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
6630,6874,Zakon o pomoči za reševanje in prestrukturiranje gospodarskih družb in zadrug v težavah - Amandma: K 8. členu 8.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
6631,6875,Zakon o pomoči za reševanje in prestrukturiranje gospodarskih družb in zadrug v težavah - Amandma: K 3. členu 8.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
6632,6876,Zakon o voznikih - Evidenčni sklep da se tretja obravnava opravi na isti seji,25. redna seja,,,,,,,,,,,,,,,,
6633,6877,Zakon o voznikih - Amandma: K 80. členu 6.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
6634,6878,Zakon o voznikih - Amandma: K 30. členu 6.12.2016 [SMC - Poslanska skupina Stranke modernega centra],25. redna seja,,,,,,,,,,,,,,,,
6635,6879,Zakon o voznikih - Amandma: K 30. členu 6.12.2016 [NSi - Poslanska skupina Nove Slovenije - krščanskih demokratov],25. redna seja,,,,,,,,,,,,,,,,
6636,6880,Zakon o voznikih - Amandma: k 30. členu 8.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6637,6881,Zakon o voznikih - Amandma: K 14. členu 5.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6638,6882,Zakon o lekarniški dejavnosti - Evidenčni sklep da se tretja obravnava opravi na isti seji,25. redna seja,,,,,,,,,,,,,,,,
6639,6883,Zakon o lekarniški dejavnosti - Amandma: K 71. členu 5.12.2016 [NSi - Poslanska skupina Nove Slovenije - krščanskih demokratov],25. redna seja,,,,,,,,,,,,,,,,
6640,6884,Zakon o lekarniški dejavnosti - Amandma: K 52. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6641,6885,Zakon o lekarniški dejavnosti - Amandma: K 39. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6642,6886,Zakon o lekarniški dejavnosti - Amandma: K 39.  6.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6643,6887,Zakon o lekarniški dejavnosti - Amandma: K 39. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6644,6888,Zakon o lekarniški dejavnosti - Amandma: K 38.  6.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6645,6889,Zakon o lekarniški dejavnosti - Amandma: K 36. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6646,6890,Zakon o lekarniški dejavnosti - Amandma: K 33. 6.12.2016 [SDS - Poslanska skupina Slovenske demokratske stranke],25. redna seja,,,,,,,,,,,,,,,,
6647,6891,Zakon o lekarniški dejavnosti - Amandma: K 26. členu 6.12.2016 [ZL - Poslanska skupina Združena levica],25. redna seja,,,,,,,,,,,,,,,,
6648,6892,Zakon o lekarniški dejavnosti - Amandma: K 4. členu 6.12.2016 [SMC - Poslanska skupina Stranke modernega centra; SD - Poslanska skupina Socialnih demokratov],25. redna seja,,,,,,,,,,,,,,,,
6649,6893,Dnevni red v celoti,25. redna seja,,,,,,,,,,,,,,,,
